"ZCH1_SOLL";"ZCH2_SOLL";"ZCH3_SOLL";"GESAMT_SOLL";"ZCH1_IST";"ZCH2_IST";"ZCH3_IST";"GESAMT_IST";"ZFW"
10;2;2;14;1;1;2;4;8,6
9;3;2;14;1;1;2;4;8,44444444444444
8;3;3;14;1;1;2;4;7,79166666666667
7;4;3;14;1;1;2;4;7,72619047619048
6;4;4;14;1;1;2;4;7,41666666666667
5;5;4;14;1;1;2;4;7,4
9;2;2;13;1;1;2;4;7,61111111111111
8;3;2;13;1;1;2;4;7,45833333333333
7;3;3;13;1;1;2;4;6,80952380952381
6;4;3;13;1;1;2;4;6,75
5;4;4;13;1;1;2;4;6,45
8;2;2;12;1;1;2;4;6,625
7;3;2;12;1;1;2;4;6,47619047619048
6;3;3;12;1;1;2;4;5,83333333333333
5;4;3;12;1;1;2;4;5,78333333333333
4;4;4;12;1;1;2;4;5,5
12;2;1;15;1;2;1;4;10,0833333333333
11;2;2;15;1;2;1;4;9,59090909090909
10;3;2;15;1;2;1;4;8,93333333333334
9;3;3;15;1;2;1;4;8,77777777777778
8;4;3;15;1;2;1;4;8,45833333333333
7;4;4;15;1;2;1;4;8,39285714285714
6;5;4;15;1;2;1;4;8,21666666666667
5;5;5;15;1;2;1;4;8,2
11;2;1;14;1;2;1;4;9,09090909090909
10;2;2;14;1;2;1;4;8,6
9;3;2;14;1;2;1;4;7,94444444444444
8;3;3;14;1;2;1;4;7,79166666666667
7;4;3;14;1;2;1;4;7,47619047619048
6;4;4;14;1;2;1;4;7,41666666666667
5;5;4;14;1;2;1;4;7,25
10;2;1;13;1;2;1;4;8,1
9;2;2;13;1;2;1;4;7,61111111111111
8;3;2;13;1;2;1;4;6,95833333333333
7;3;3;13;1;2;1;4;6,80952380952381
6;4;3;13;1;2;1;4;6,5
5;4;4;13;1;2;1;4;6,45
9;2;1;12;1;2;1;4;7,11111111111111
8;2;2;12;1;2;1;4;6,625
7;3;2;12;1;2;1;4;5,97619047619048
6;3;3;12;1;2;1;4;5,83333333333333
5;4;3;12;1;2;1;4;5,53333333333333
4;4;4;12;1;2;1;4;5,5
10;3;2;15;1;3;0;4;10,1
9;3;3;15;1;3;0;4;10,1111111111111
8;4;3;15;1;3;0;4;9,375
7;4;4;15;1;3;0;4;9,39285714285714
6;5;4;15;1;3;0;4;8,96666666666667
5;5;5;15;1;3;0;4;9
9;3;2;14;1;3;0;4;9,11111111111111
8;3;3;14;1;3;0;4;9,125
7;4;3;14;1;3;0;4;8,39285714285714
6;4;4;14;1;3;0;4;8,41666666666667
5;5;4;14;1;3;0;4;8
8;3;2;13;1;3;0;4;8,125
7;3;3;13;1;3;0;4;8,14285714285714
6;4;3;13;1;3;0;4;7,41666666666667
5;4;4;13;1;3;0;4;7,45
7;3;2;12;1;3;0;4;7,14285714285714
6;3;3;12;1;3;0;4;7,16666666666667
5;4;3;12;1;3;0;4;6,45
4;4;4;12;1;3;0;4;6,5
11;2;2;15;2;0;2;4;9,36363636363636
10;3;2;15;2;0;2;4;9,4
9;3;3;15;2;0;2;4;8,77777777777778
8;4;3;15;2;0;2;4;8,83333333333333
7;4;4;15;2;0;2;4;8,57142857142857
6;5;4;15;2;0;2;4;8,66666666666667
5;5;5;15;2;0;2;4;8,6
10;2;2;14;2;0;2;4;8,4
9;3;2;14;2;0;2;4;8,44444444444444
8;3;3;14;2;0;2;4;7,83333333333333
7;4;3;14;2;0;2;4;7,9047619047619
6;4;4;14;2;0;2;4;7,66666666666667
5;5;4;14;2;0;2;4;7,8
9;2;2;13;2;0;2;4;7,44444444444444
8;3;2;13;2;0;2;4;7,5
7;3;3;13;2;0;2;4;6,9047619047619
6;4;3;13;2;0;2;4;7
5;4;4;13;2;0;2;4;6,8
8;2;2;12;2;0;2;4;6,5
7;3;2;12;2;0;2;4;6,57142857142857
6;3;3;12;2;0;2;4;6
5;4;3;12;2;0;2;4;6,13333333333333
4;4;4;12;2;0;2;4;6
13;1;1;15;2;1;1;4;9,30769230769231
12;2;1;15;2;1;1;4;8,83333333333333
11;2;2;15;2;1;1;4;8,36363636363636
10;3;2;15;2;1;1;4;8,23333333333333
9;3;3;15;2;1;1;4;8,11111111111111
8;4;3;15;2;1;1;4;8,08333333333333
7;4;4;15;2;1;1;4;8,07142857142857
6;5;4;15;2;1;1;4;8,11666666666667
5;5;5;15;2;1;1;4;8,2
12;1;1;14;2;1;1;4;8,33333333333333
11;2;1;14;2;1;1;4;7,86363636363636
10;2;2;14;2;1;1;4;7,4
9;3;2;14;2;1;1;4;7,27777777777778
8;3;3;14;2;1;1;4;7,16666666666667
7;4;3;14;2;1;1;4;7,15476190476191
6;4;4;14;2;1;1;4;7,16666666666667
5;5;4;14;2;1;1;4;7,25
11;1;1;13;2;1;1;4;7,36363636363636
10;2;1;13;2;1;1;4;6,9
9;2;2;13;2;1;1;4;6,44444444444444
8;3;2;13;2;1;1;4;6,33333333333333
7;3;3;13;2;1;1;4;6,23809523809524
6;4;3;13;2;1;1;4;6,25
5;4;4;13;2;1;1;4;6,3
10;1;1;12;2;1;1;4;6,4
9;2;1;12;2;1;1;4;5,94444444444444
8;2;2;12;2;1;1;4;5,5
7;3;2;12;2;1;1;4;5,40476190476191
6;3;3;12;2;1;1;4;5,33333333333333
5;4;3;12;2;1;1;4;5,38333333333333
4;4;4;12;2;1;1;4;5,5
12;2;1;15;2;2;0;4;9,33333333333333
11;2;2;15;2;2;0;4;9,36363636363636
10;3;2;15;2;2;0;4;8,73333333333333
9;3;3;15;2;2;0;4;8,77777777777778
8;4;3;15;2;2;0;4;8,5
7;4;4;15;2;2;0;4;8,57142857142857
6;5;4;15;2;2;0;4;8,46666666666667
5;5;5;15;2;2;0;4;8,6
11;2;1;14;2;2;0;4;8,36363636363636
10;2;2;14;2;2;0;4;8,4
9;3;2;14;2;2;0;4;7,77777777777778
8;3;3;14;2;2;0;4;7,83333333333333
7;4;3;14;2;2;0;4;7,57142857142857
6;4;4;14;2;2;0;4;7,66666666666667
5;5;4;14;2;2;0;4;7,6
10;2;1;13;2;2;0;4;7,4
9;2;2;13;2;2;0;4;7,44444444444444
8;3;2;13;2;2;0;4;6,83333333333333
7;3;3;13;2;2;0;4;6,90476190476191
6;4;3;13;2;2;0;4;6,66666666666667
5;4;4;13;2;2;0;4;6,8
9;2;1;12;2;2;0;4;6,44444444444444
8;2;2;12;2;2;0;4;6,5
7;3;2;12;2;2;0;4;5,90476190476191
6;3;3;12;2;2;0;4;6
5;4;3;12;2;2;0;4;5,8
4;4;4;12;2;2;0;4;6
13;1;1;15;3;0;1;4;8,69230769230769
12;2;1;15;3;0;1;4;8,75
11;2;2;15;3;0;1;4;8,31818181818182
10;3;2;15;3;0;1;4;8,4
9;3;3;15;3;0;1;4;8,33333333333333
8;4;3;15;3;0;1;4;8,45833333333333
7;4;4;15;3;0;1;4;8,53571428571428
6;5;4;15;3;0;1;4;8,75
5;5;5;15;3;0;1;4;9
12;1;1;14;3;0;1;4;7,75
11;2;1;14;3;0;1;4;7,81818181818182
10;2;2;14;3;0;1;4;7,4
9;3;2;14;3;0;1;4;7,5
8;3;3;14;3;0;1;4;7,45833333333333
7;4;3;14;3;0;1;4;7,61904761904762
6;4;4;14;3;0;1;4;7,75
5;5;4;14;3;0;1;4;8,05
11;1;1;13;3;0;1;4;6,81818181818182
10;2;1;13;3;0;1;4;6,9
9;2;2;13;3;0;1;4;6,5
8;3;2;13;3;0;1;4;6,625
7;3;3;13;3;0;1;4;6,61904761904762
6;4;3;13;3;0;1;4;6,83333333333333
5;4;4;13;3;0;1;4;7,05
10;1;1;12;3;0;1;4;5,9
9;2;1;12;3;0;1;4;6
8;2;2;12;3;0;1;4;5,625
7;3;2;12;3;0;1;4;5,78571428571429
6;3;3;12;3;0;1;4;5,83333333333333
5;4;3;12;3;0;1;4;6,13333333333333
4;4;4;12;3;0;1;4;6,5
13;1;1;15;3;1;0;4;8,69230769230769
12;2;1;15;3;1;0;4;8,25
11;2;2;15;3;1;0;4;8,31818181818182
10;3;2;15;3;1;0;4;8,23333333333333
9;3;3;15;3;1;0;4;8,33333333333333
8;4;3;15;3;1;0;4;8,375
7;4;4;15;3;1;0;4;8,53571428571428
6;5;4;15;3;1;0;4;8,7
5;5;5;15;3;1;0;4;9
12;1;1;14;3;1;0;4;7,75
11;2;1;14;3;1;0;4;7,31818181818182
10;2;2;14;3;1;0;4;7,4
9;3;2;14;3;1;0;4;7,33333333333333
8;3;3;14;3;1;0;4;7,45833333333333
7;4;3;14;3;1;0;4;7,53571428571429
6;4;4;14;3;1;0;4;7,75
5;5;4;14;3;1;0;4;8
11;1;1;13;3;1;0;4;6,81818181818182
10;2;1;13;3;1;0;4;6,4
9;2;2;13;3;1;0;4;6,5
8;3;2;13;3;1;0;4;6,45833333333333
7;3;3;13;3;1;0;4;6,61904761904762
6;4;3;13;3;1;0;4;6,75
5;4;4;13;3;1;0;4;7,05
10;1;1;12;3;1;0;4;5,9
9;2;1;12;3;1;0;4;5,5
8;2;2;12;3;1;0;4;5,625
7;3;2;12;3;1;0;4;5,61904761904762
6;3;3;12;3;1;0;4;5,83333333333333
5;4;3;12;3;1;0;4;6,05
4;4;4;12;3;1;0;4;6,5
13;1;1;15;4;0;0;4;8,23076923076923
12;2;1;15;4;0;0;4;8,33333333333333
11;2;2;15;4;0;0;4;8,45454545454545
10;3;2;15;4;0;0;4;8,6
9;3;3;15;4;0;0;4;8,77777777777778
8;4;3;15;4;0;0;4;9
7;4;4;15;4;0;0;4;9,28571428571429
6;5;4;15;4;0;0;4;9,66666666666667
5;5;5;15;4;0;0;4;10,2
12;1;1;14;4;0;0;4;7,33333333333333
11;2;1;14;4;0;0;4;7,45454545454545
10;2;2;14;4;0;0;4;7,6
9;3;2;14;4;0;0;4;7,77777777777778
8;3;3;14;4;0;0;4;8
7;4;3;14;4;0;0;4;8,28571428571429
6;4;4;14;4;0;0;4;8,66666666666667
5;5;4;14;4;0;0;4;9,2
11;1;1;13;4;0;0;4;6,45454545454545
10;2;1;13;4;0;0;4;6,6
9;2;2;13;4;0;0;4;6,77777777777778
8;3;2;13;4;0;0;4;7
7;3;3;13;4;0;0;4;7,28571428571429
6;4;3;13;4;0;0;4;7,66666666666667
5;4;4;13;4;0;0;4;8,2
10;1;1;12;4;0;0;4;5,6
9;2;1;12;4;0;0;4;5,77777777777778
8;2;2;12;4;0;0;4;6
7;3;2;12;4;0;0;4;6,28571428571429
6;3;3;12;4;0;0;4;6,66666666666667
5;4;3;12;4;0;0;4;7,2
4;4;4;12;4;0;0;4;8
5;5;5;15;0;0;5;5;10
7;4;4;15;0;1;4;5;9,25
6;5;4;15;0;1;4;5;9,2
5;5;5;15;0;1;4;5;8,4
6;4;4;14;0;1;4;5;8,25
5;5;4;14;0;1;4;5;8,2
5;4;4;13;0;1;4;5;7,25
4;4;4;12;0;1;4;5;6,25
9;3;3;15;0;2;3;5;9,33333333333333
8;4;3;15;0;2;3;5;9
7;4;4;15;0;2;3;5;8,25
6;5;4;15;0;2;3;5;8,05
5;5;5;15;0;2;3;5;7,6
8;3;3;14;0;2;3;5;8,33333333333333
7;4;3;14;0;2;3;5;8
6;4;4;14;0;2;3;5;7,25
5;5;4;14;0;2;3;5;7,05
7;3;3;13;0;2;3;5;7,33333333333333
6;4;3;13;0;2;3;5;7
5;4;4;13;0;2;3;5;6,25
6;3;3;12;0;2;3;5;6,33333333333333
5;4;3;12;0;2;3;5;6
4;4;4;12;0;2;3;5;5,25
10;3;2;15;0;3;2;5;10
9;3;3;15;0;3;2;5;9,33333333333333
8;4;3;15;0;3;2;5;8,58333333333333
7;4;4;15;0;3;2;5;8,25
6;5;4;15;0;3;2;5;7,8
5;5;5;15;0;3;2;5;7,6
9;3;2;14;0;3;2;5;9
8;3;3;14;0;3;2;5;8,33333333333333
7;4;3;14;0;3;2;5;7,58333333333333
6;4;4;14;0;3;2;5;7,25
5;5;4;14;0;3;2;5;6,8
8;3;2;13;0;3;2;5;8
7;3;3;13;0;3;2;5;7,33333333333333
6;4;3;13;0;3;2;5;6,58333333333333
5;4;4;13;0;3;2;5;6,25
7;3;2;12;0;3;2;5;7
6;3;3;12;0;3;2;5;6,33333333333333
5;4;3;12;0;3;2;5;5,58333333333333
4;4;4;12;0;3;2;5;5,25
8;4;3;15;0;4;1;5;9,33333333333333
7;4;4;15;0;4;1;5;9,25
6;5;4;15;0;4;1;5;8,45
5;5;5;15;0;4;1;5;8,4
7;4;3;14;0;4;1;5;8,33333333333333
6;4;4;14;0;4;1;5;8,25
5;5;4;14;0;4;1;5;7,45
6;4;3;13;0;4;1;5;7,33333333333333
5;4;4;13;0;4;1;5;7,25
5;4;3;12;0;4;1;5;6,33333333333333
4;4;4;12;0;4;1;5;6,25
6;5;4;15;0;5;0;5;10
5;5;5;15;0;5;0;5;10
5;5;4;14;0;5;0;5;9
7;4;4;15;1;0;4;5;9,14285714285714
6;5;4;15;1;0;4;5;9,16666666666667
5;5;5;15;1;0;4;5;8,4
6;4;4;14;1;0;4;5;8,16666666666667
5;5;4;14;1;0;4;5;8,2
5;4;4;13;1;0;4;5;7,2
4;4;4;12;1;0;4;5;6,25
9;3;3;15;1;1;3;5;8,44444444444444
8;4;3;15;1;1;3;5;8,375
7;4;4;15;1;1;3;5;7,64285714285714
6;5;4;15;1;1;3;5;7,61666666666667
5;5;5;15;1;1;3;5;7,2
8;3;3;14;1;1;3;5;7,45833333333333
7;4;3;14;1;1;3;5;7,39285714285714
6;4;4;14;1;1;3;5;6,66666666666667
5;5;4;14;1;1;3;5;6,65
7;3;3;13;1;1;3;5;6,47619047619048
6;4;3;13;1;1;3;5;6,41666666666667
5;4;4;13;1;1;3;5;5,7
6;3;3;12;1;1;3;5;5,5
5;4;3;12;1;1;3;5;5,45
4;4;4;12;1;1;3;5;4,75
11;2;2;15;1;2;2;5;9,09090909090909
10;3;2;15;1;2;2;5;8,43333333333334
9;3;3;15;1;2;2;5;7,77777777777778
8;4;3;15;1;2;2;5;7,45833333333333
7;4;4;15;1;2;2;5;7,14285714285714
6;5;4;15;1;2;2;5;6,96666666666667
5;5;5;15;1;2;2;5;6,8
10;2;2;14;1;2;2;5;8,1
9;3;2;14;1;2;2;5;7,44444444444444
8;3;3;14;1;2;2;5;6,79166666666667
7;4;3;14;1;2;2;5;6,47619047619048
6;4;4;14;1;2;2;5;6,16666666666667
5;5;4;14;1;2;2;5;6
9;2;2;13;1;2;2;5;7,11111111111111
8;3;2;13;1;2;2;5;6,45833333333333
7;3;3;13;1;2;2;5;5,80952380952381
6;4;3;13;1;2;2;5;5,5
5;4;4;13;1;2;2;5;5,2
8;2;2;12;1;2;2;5;6,125
7;3;2;12;1;2;2;5;5,47619047619048
6;3;3;12;1;2;2;5;4,83333333333333
5;4;3;12;1;2;2;5;4,53333333333333
4;4;4;12;1;2;2;5;4,25
10;3;2;15;1;3;1;5;8,6
9;3;3;15;1;3;1;5;8,44444444444444
8;4;3;15;1;3;1;5;7,70833333333333
7;4;4;15;1;3;1;5;7,64285714285714
6;5;4;15;1;3;1;5;7,21666666666667
5;5;5;15;1;3;1;5;7,2
9;3;2;14;1;3;1;5;7,61111111111111
8;3;3;14;1;3;1;5;7,45833333333333
7;4;3;14;1;3;1;5;6,72619047619048
6;4;4;14;1;3;1;5;6,66666666666667
5;5;4;14;1;3;1;5;6,25
8;3;2;13;1;3;1;5;6,625
7;3;3;13;1;3;1;5;6,47619047619048
6;4;3;13;1;3;1;5;5,75
5;4;4;13;1;3;1;5;5,7
7;3;2;12;1;3;1;5;5,64285714285714
6;3;3;12;1;3;1;5;5,5
5;4;3;12;1;3;1;5;4,78333333333333
4;4;4;12;1;3;1;5;4,75
8;4;3;15;1;4;0;5;9,125
7;4;4;15;1;4;0;5;9,14285714285714
6;5;4;15;1;4;0;5;8,36666666666667
5;5;5;15;1;4;0;5;8,4
7;4;3;14;1;4;0;5;8,14285714285714
6;4;4;14;1;4;0;5;8,16666666666667
5;5;4;14;1;4;0;5;7,4
6;4;3;13;1;4;0;5;7,16666666666667
5;4;4;13;1;4;0;5;7,2
5;4;3;12;1;4;0;5;6,2
4;4;4;12;1;4;0;5;6,25
9;3;3;15;2;0;3;5;8,44444444444444
8;4;3;15;2;0;3;5;8,5
7;4;4;15;2;0;3;5;7,82142857142857
6;5;4;15;2;0;3;5;7,91666666666667
5;5;5;15;2;0;3;5;7,6
8;3;3;14;2;0;3;5;7,5
7;4;3;14;2;0;3;5;7,57142857142857
6;4;4;14;2;0;3;5;6,91666666666667
5;5;4;14;2;0;3;5;7,05
7;3;3;13;2;0;3;5;6,57142857142857
6;4;3;13;2;0;3;5;6,66666666666667
5;4;4;13;2;0;3;5;6,05
6;3;3;12;2;0;3;5;5,66666666666667
5;4;3;12;2;0;3;5;5,8
4;4;4;12;2;0;3;5;5,25
11;2;2;15;2;1;2;5;7,86363636363636
10;3;2;15;2;1;2;5;7,73333333333333
9;3;3;15;2;1;2;5;7,11111111111111
8;4;3;15;2;1;2;5;7,08333333333333
7;4;4;15;2;1;2;5;6,82142857142857
6;5;4;15;2;1;2;5;6,86666666666667
5;5;5;15;2;1;2;5;6,8
10;2;2;14;2;1;2;5;6,9
9;3;2;14;2;1;2;5;6,77777777777778
8;3;3;14;2;1;2;5;6,16666666666667
7;4;3;14;2;1;2;5;6,1547619047619
6;4;4;14;2;1;2;5;5,91666666666667
5;5;4;14;2;1;2;5;6
9;2;2;13;2;1;2;5;5,94444444444444
8;3;2;13;2;1;2;5;5,83333333333333
7;3;3;13;2;1;2;5;5,23809523809524
6;4;3;13;2;1;2;5;5,25
5;4;4;13;2;1;2;5;5,05
8;2;2;12;2;1;2;5;5
7;3;2;12;2;1;2;5;4,90476190476191
6;3;3;12;2;1;2;5;4,33333333333333
5;4;3;12;2;1;2;5;4,38333333333333
4;4;4;12;2;1;2;5;4,25
12;2;1;15;2;2;1;5;8,33333333333333
11;2;2;15;2;2;1;5;7,86363636363636
10;3;2;15;2;2;1;5;7,23333333333333
9;3;3;15;2;2;1;5;7,11111111111111
8;4;3;15;2;2;1;5;6,83333333333333
7;4;4;15;2;2;1;5;6,82142857142857
6;5;4;15;2;2;1;5;6,71666666666667
5;5;5;15;2;2;1;5;6,8
11;2;1;14;2;2;1;5;7,36363636363636
10;2;2;14;2;2;1;5;6,9
9;3;2;14;2;2;1;5;6,27777777777778
8;3;3;14;2;2;1;5;6,16666666666667
7;4;3;14;2;2;1;5;5,90476190476191
6;4;4;14;2;2;1;5;5,91666666666667
5;5;4;14;2;2;1;5;5,85
10;2;1;13;2;2;1;5;6,4
9;2;2;13;2;2;1;5;5,94444444444444
8;3;2;13;2;2;1;5;5,33333333333333
7;3;3;13;2;2;1;5;5,23809523809524
6;4;3;13;2;2;1;5;5
5;4;4;13;2;2;1;5;5,05
9;2;1;12;2;2;1;5;5,44444444444444
8;2;2;12;2;2;1;5;5
7;3;2;12;2;2;1;5;4,40476190476191
6;3;3;12;2;2;1;5;4,33333333333333
5;4;3;12;2;2;1;5;4,13333333333333
4;4;4;12;2;2;1;5;4,25
10;3;2;15;2;3;0;5;8,4
9;3;3;15;2;3;0;5;8,44444444444444
8;4;3;15;2;3;0;5;7,75
7;4;4;15;2;3;0;5;7,82142857142857
6;5;4;15;2;3;0;5;7,46666666666667
5;5;5;15;2;3;0;5;7,6
9;3;2;14;2;3;0;5;7,44444444444444
8;3;3;14;2;3;0;5;7,5
7;4;3;14;2;3;0;5;6,82142857142857
6;4;4;14;2;3;0;5;6,91666666666667
5;5;4;14;2;3;0;5;6,6
8;3;2;13;2;3;0;5;6,5
7;3;3;13;2;3;0;5;6,57142857142857
6;4;3;13;2;3;0;5;5,91666666666667
5;4;4;13;2;3;0;5;6,05
7;3;2;12;2;3;0;5;5,57142857142857
6;3;3;12;2;3;0;5;5,66666666666667
5;4;3;12;2;3;0;5;5,05
4;4;4;12;2;3;0;5;5,25
11;2;2;15;3;0;2;5;7,81818181818182
10;3;2;15;3;0;2;5;7,9
9;3;3;15;3;0;2;5;7,33333333333333
8;4;3;15;3;0;2;5;7,45833333333333
7;4;4;15;3;0;2;5;7,28571428571429
6;5;4;15;3;0;2;5;7,5
5;5;5;15;3;0;2;5;7,6
10;2;2;14;3;0;2;5;6,9
9;3;2;14;3;0;2;5;7
8;3;3;14;3;0;2;5;6,45833333333333
7;4;3;14;3;0;2;5;6,61904761904762
6;4;4;14;3;0;2;5;6,5
5;5;4;14;3;0;2;5;6,8
9;2;2;13;3;0;2;5;6
8;3;2;13;3;0;2;5;6,125
7;3;3;13;3;0;2;5;5,61904761904762
6;4;3;13;3;0;2;5;5,83333333333333
5;4;4;13;3;0;2;5;5,8
8;2;2;12;3;0;2;5;5,125
7;3;2;12;3;0;2;5;5,28571428571429
6;3;3;12;3;0;2;5;4,83333333333333
5;4;3;12;3;0;2;5;5,13333333333333
4;4;4;12;3;0;2;5;5,25
13;1;1;15;3;1;1;5;7,69230769230769
12;2;1;15;3;1;1;5;7,25
11;2;2;15;3;1;1;5;6,81818181818182
10;3;2;15;3;1;1;5;6,73333333333333
9;3;3;15;3;1;1;5;6,66666666666667
8;4;3;15;3;1;1;5;6,70833333333333
7;4;4;15;3;1;1;5;6,78571428571429
6;5;4;15;3;1;1;5;6,95
5;5;5;15;3;1;1;5;7,2
12;1;1;14;3;1;1;5;6,75
11;2;1;14;3;1;1;5;6,31818181818182
10;2;2;14;3;1;1;5;5,9
9;3;2;14;3;1;1;5;5,83333333333333
8;3;3;14;3;1;1;5;5,79166666666667
7;4;3;14;3;1;1;5;5,86904761904762
6;4;4;14;3;1;1;5;6
5;5;4;14;3;1;1;5;6,25
11;1;1;13;3;1;1;5;5,81818181818182
10;2;1;13;3;1;1;5;5,4
9;2;2;13;3;1;1;5;5
8;3;2;13;3;1;1;5;4,95833333333333
7;3;3;13;3;1;1;5;4,95238095238095
6;4;3;13;3;1;1;5;5,08333333333333
5;4;4;13;3;1;1;5;5,3
10;1;1;12;3;1;1;5;4,9
9;2;1;12;3;1;1;5;4,5
8;2;2;12;3;1;1;5;4,125
7;3;2;12;3;1;1;5;4,11904761904762
6;3;3;12;3;1;1;5;4,16666666666667
5;4;3;12;3;1;1;5;4,38333333333333
4;4;4;12;3;1;1;5;4,75
12;2;1;15;3;2;0;5;7,75
11;2;2;15;3;2;0;5;7,81818181818182
10;3;2;15;3;2;0;5;7,23333333333333
9;3;3;15;3;2;0;5;7,33333333333333
8;4;3;15;3;2;0;5;7,125
7;4;4;15;3;2;0;5;7,28571428571429
6;5;4;15;3;2;0;5;7,3
5;5;5;15;3;2;0;5;7,6
11;2;1;14;3;2;0;5;6,81818181818182
10;2;2;14;3;2;0;5;6,9
9;3;2;14;3;2;0;5;6,33333333333333
8;3;3;14;3;2;0;5;6,45833333333333
7;4;3;14;3;2;0;5;6,28571428571429
6;4;4;14;3;2;0;5;6,5
5;5;4;14;3;2;0;5;6,6
10;2;1;13;3;2;0;5;5,9
9;2;2;13;3;2;0;5;6
8;3;2;13;3;2;0;5;5,45833333333333
7;3;3;13;3;2;0;5;5,61904761904762
6;4;3;13;3;2;0;5;5,5
5;4;4;13;3;2;0;5;5,8
9;2;1;12;3;2;0;5;5
8;2;2;12;3;2;0;5;5,125
7;3;2;12;3;2;0;5;4,61904761904762
6;3;3;12;3;2;0;5;4,83333333333333
5;4;3;12;3;2;0;5;4,8
4;4;4;12;3;2;0;5;5,25
13;1;1;15;4;0;1;5;7,23076923076923
12;2;1;15;4;0;1;5;7,33333333333333
11;2;2;15;4;0;1;5;6,95454545454545
10;3;2;15;4;0;1;5;7,1
9;3;3;15;4;0;1;5;7,11111111111111
8;4;3;15;4;0;1;5;7,33333333333333
7;4;4;15;4;0;1;5;7,53571428571429
6;5;4;15;4;0;1;5;7,91666666666667
5;5;5;15;4;0;1;5;8,4
12;1;1;14;4;0;1;5;6,33333333333333
11;2;1;14;4;0;1;5;6,45454545454545
10;2;2;14;4;0;1;5;6,1
9;3;2;14;4;0;1;5;6,27777777777778
8;3;3;14;4;0;1;5;6,33333333333333
7;4;3;14;4;0;1;5;6,61904761904762
6;4;4;14;4;0;1;5;6,91666666666667
5;5;4;14;4;0;1;5;7,45
11;1;1;13;4;0;1;5;5,45454545454545
10;2;1;13;4;0;1;5;5,6
9;2;2;13;4;0;1;5;5,27777777777778
8;3;2;13;4;0;1;5;5,5
7;3;3;13;4;0;1;5;5,61904761904762
6;4;3;13;4;0;1;5;6
5;4;4;13;4;0;1;5;6,45
10;1;1;12;4;0;1;5;4,6
9;2;1;12;4;0;1;5;4,77777777777778
8;2;2;12;4;0;1;5;4,5
7;3;2;12;4;0;1;5;4,78571428571429
6;3;3;12;4;0;1;5;5
5;4;3;12;4;0;1;5;5,53333333333333
4;4;4;12;4;0;1;5;6,25
13;1;1;15;4;1;0;5;7,23076923076923
12;2;1;15;4;1;0;5;6,83333333333333
11;2;2;15;4;1;0;5;6,95454545454545
10;3;2;15;4;1;0;5;6,93333333333333
9;3;3;15;4;1;0;5;7,11111111111111
8;4;3;15;4;1;0;5;7,25
7;4;4;15;4;1;0;5;7,53571428571429
6;5;4;15;4;1;0;5;7,86666666666667
5;5;5;15;4;1;0;5;8,4
12;1;1;14;4;1;0;5;6,33333333333333
11;2;1;14;4;1;0;5;5,95454545454545
10;2;2;14;4;1;0;5;6,1
9;3;2;14;4;1;0;5;6,11111111111111
8;3;3;14;4;1;0;5;6,33333333333333
7;4;3;14;4;1;0;5;6,53571428571429
6;4;4;14;4;1;0;5;6,91666666666667
5;5;4;14;4;1;0;5;7,4
11;1;1;13;4;1;0;5;5,45454545454545
10;2;1;13;4;1;0;5;5,1
9;2;2;13;4;1;0;5;5,27777777777778
8;3;2;13;4;1;0;5;5,33333333333333
7;3;3;13;4;1;0;5;5,61904761904762
6;4;3;13;4;1;0;5;5,91666666666667
5;4;4;13;4;1;0;5;6,45
10;1;1;12;4;1;0;5;4,6
9;2;1;12;4;1;0;5;4,27777777777778
8;2;2;12;4;1;0;5;4,5
7;3;2;12;4;1;0;5;4,61904761904762
6;3;3;12;4;1;0;5;5
5;4;3;12;4;1;0;5;5,45
4;4;4;12;4;1;0;5;6,25
13;1;1;15;5;0;0;5;6,92307692307692
12;2;1;15;5;0;0;5;7,08333333333333
11;2;2;15;5;0;0;5;7,27272727272727
10;3;2;15;5;0;0;5;7,5
9;3;3;15;5;0;0;5;7,77777777777778
8;4;3;15;5;0;0;5;8,125
7;4;4;15;5;0;0;5;8,57142857142857
6;5;4;15;5;0;0;5;9,16666666666667
5;5;5;15;5;0;0;5;10
12;1;1;14;5;0;0;5;6,08333333333333
11;2;1;14;5;0;0;5;6,27272727272727
10;2;2;14;5;0;0;5;6,5
9;3;2;14;5;0;0;5;6,77777777777778
8;3;3;14;5;0;0;5;7,125
7;4;3;14;5;0;0;5;7,57142857142857
6;4;4;14;5;0;0;5;8,16666666666667
5;5;4;14;5;0;0;5;9
11;1;1;13;5;0;0;5;5,27272727272727
10;2;1;13;5;0;0;5;5,5
9;2;2;13;5;0;0;5;5,77777777777778
8;3;2;13;5;0;0;5;6,125
7;3;3;13;5;0;0;5;6,57142857142857
6;4;3;13;5;0;0;5;7,16666666666667
5;4;4;13;5;0;0;5;8
10;1;1;12;5;0;0;5;4,5
9;2;1;12;5;0;0;5;4,77777777777778
8;2;2;12;5;0;0;5;5,125
7;3;2;12;5;0;0;5;5,57142857142857
6;3;3;12;5;0;0;5;6,16666666666667
5;4;3;12;5;0;0;5;7
5;5;5;15;0;1;5;6;8,2
7;4;4;15;0;2;4;6;8
6;5;4;15;0;2;4;6;7,8
5;5;5;15;0;2;4;6;7
6;4;4;14;0;2;4;6;7
5;5;4;14;0;2;4;6;6,8
5;4;4;13;0;2;4;6;6
